Hotel Name,Hotel Review Page,Hotel Review
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,['Had an amazing stay at L\\u2019Amore beach cottages been going to this place since 2017 every time I have been there always had a great stay the team are very good with hospitality and the food is really yum.  Would recommend this cottage any day if you planning a visit to ashwem\\u2026']
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,['Hello guys in the offseason when it was starting the monsoon I reached lamore resort ashvem beach. It was not only the comfortable stay but best place to relax and enjoy. I stayed in lamore resort 10 days and I found my all the days was so much excited. I meet some stars who\\u2026']
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,"['We just came back on 15th Jun and had an awesome stay. We arrived at 930 AM much earlier than the check in time but the staff was really helpful and we were immediately given our room, In fact we were upgraded to a pool side facing room with no extra cost. Good food and service.\\u2026']"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,"['We stayed at this hotel for three weeks. We arrived in the early hours of the morning and were met with a hot chocolate and chicken sandwiches. We had stayed here before and our travel agent had requested a first floor room for us, we found we had been given an upgraded room and\\u2026']"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,['Internet was a major issue Room service slow Bathroom was so bad that every time we took a shower the entire bathroom was filled with water.. Despite repeatedcomplants nothing was done to improve it. They just came and cleaned it']
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,"['Nice location,wonderful stay.Good staff to talk to.Great hospitality.breakfast was awesome.overall food preparation is good.Housekeeping good by Aakif mujawar.overall a good experience.will recommend for family stay.']"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,"['Hotel has a nice location and offers rooms at a very competitive price However, the rooms lack finesse you would expect from top brand. Its a very old property which was taken over by Radisson a few years ago. So the age really shows. Also, during our stay we faced multiple\\u2026']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['I Booked to stay 4 night  in this hotel  it was very near Miramar beach and the  the staff were very helpful and gave us excellent service. Special thanks to Mr.Subrato, The rooms were very spacious and the showers plus balconies, although we did not have sea facing rooms.\\u2026']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['A beautiful hotel in Miramar.It was a pleasant stay. The rooms are really big, clean and spacious. Staff very friendly and helpful. Breakfast with lot of variety. Its a best place for a family. Though the poll is small you can enjoy.']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['The hotel staff is extremely helpful. Food is good and room service is prompt. However, public transport near the hotel is difficult to avail because of its location. Overall, it was a comfortable and pleasant stay for family.']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['A nice cosy hotel in Miramar. However they need to upgrade their lobby and restaurant. It does not give the right impression of their rooms. The rooms are really big, clean and spacious. The bathrooms are well equipped but they need to improve the hot water supply and need to\\u2026']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['Very Closed to Mira Mar Beach, this hotel is great value for money. It offers good spacious rooms, nicely decorated (Tough not exceptional). Food is also very good. Hospitality and staff smiles are their high points. Tough within the confines of the city, it still offers a very\\u2026']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"[""It is the best place to stay. This is situated near the beach and it is available at lower cost. So this is the nice place. That's why anyone wants to visit the beach, this is the best place to stay .""]"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['Lovely place to visit for nature lovers.The resort looks same as the pics mentioned.Co-operative staff at Reception(Rima),watchman,restaurant,room keeping.Very close to beach.You can rent a scooty from nearby residents and explore south Goa.']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['And here\\u2019s why, I have always believed that good customer service can fix any problem. But I stand correct after my stay at the Regenta Resort.   We arrive at the hotel at 4PM, only be be informed one of the two rooms is not ready yet, since the AC is not working. 15 Min later\\u2026']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['nice hotel ,near to the beach in walking distance just few minutes  .good food qualityat average price  with helpful staff.Mr patel very helpful with his team . Some maintenance work  and cleaning need to improve.']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['One of the best property and near to beach, got a nice welcome from the team especially Rima, she explained everything about the property and taken care of our stay most memorable, thanks for the property and Rima.']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"['Goa is a amazing place and no 1 stay @ Goa,Na Goa grand resort and spa Bardez is best place to stay with family I stayed at 7th to 10th June 2019. Good experience well maintain rooms, tasty food, staff of the hotel is very cool and calm with helpful every time. Restaurant people\\u2026']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"['The space was quite comfortable, the staff was extremely hospitable! They were very accommodating especially with food preferences. Great outdoor sitting area by the pool you can grab a drink or even sit there while at breakfast.']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"['This Hotel is definitely worth the stay. The rooms are pretty big and really spacious. Also has a stunning vintage feel to it. The best is the pool area which is definitely worth spending some great quality time with friends and family. Also speaking about the services and food,\\u2026']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"[""Ac was not working properly, didn't get solved after complaining too , except dat evrythng was brilliant ,, all services are good and quick . Staffs were well behaved  nd  quick to respond , food tastes are good, nd atlast the magician was superb \\U0001f60a""]"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,['This was our second time in goa and the first time in goa ...we had a pleasant stay in nagoa grande resort and spa ..the staff here were very helpful ...services provided were very good ..we visited many places.wonderful place']
Resort Terra Paraiso,https://www.tripadvisor.in/Hotel_Review-g306995-d1056079-Reviews-or0-Resort_Terra_Paraiso-Calangute_North_Goa_District_Goa.html,"[""It was amezing experience in this Resort, Love to come back again....Also love to recon others...  Truly splendid service, frendly staff, big and clean room with beautiful gallery, pool facing Restaurant,in short can't complaint in any manner.""]"
Resort Terra Paraiso,https://www.tripadvisor.in/Hotel_Review-g306995-d1056079-Reviews-or0-Resort_Terra_Paraiso-Calangute_North_Goa_District_Goa.html,['Charming hotel very near the beach and short walk to the main road. The large pool area is kept clean and nice to relax by. Great for couples and families with young children. Food definitely needs improving but the staff were all very polite and hospitable although one chap who\\u2026']
Resort Terra Paraiso,https://www.tripadvisor.in/Hotel_Review-g306995-d1056079-Reviews-or0-Resort_Terra_Paraiso-Calangute_North_Goa_District_Goa.html,['Nice place to visit with kids and couples. We were 18 people with kids. We enjoyed a lot. The place was very nice with a delicious breakfast. Rooms are nicely decorated and clean. Swimming pool is adding more stars to this resort. And specially I can\\u2019t  forget to say thanks the\\u2026']
Resort Terra Paraiso,https://www.tripadvisor.in/Hotel_Review-g306995-d1056079-Reviews-or0-Resort_Terra_Paraiso-Calangute_North_Goa_District_Goa.html,"['The stay was good,service was excellent , staff are very polite and professional. Location is very accessible and near to the beach . I would recommend this resort for couples/ family if they are planning to stay in North Goa. ']"
Resort Terra Paraiso,https://www.tripadvisor.in/Hotel_Review-g306995-d1056079-Reviews-or0-Resort_Terra_Paraiso-Calangute_North_Goa_District_Goa.html,"['We were a group of 15 and everyone liked the resort so much. Clean rooms n bathrooms. Prompt room service. Very good location. 3 min walk to the beach. Simple n cheerful staff. Nice big n clean pool. Breakfast was so-so. But starters during dinner were good. During summers,\\u2026']"
Renzo's Inn,https://www.tripadvisor.in/Hotel_Review-g306995-d1585655-Reviews-or0-Renzo_s_Inn-Calangute_North_Goa_District_Goa.html,"['Good location, Spacious room and good service. Manager Mr. Sunil is very much helpful and always ready to give you service and any suggestion you need. We have enjoyed during our stay. Only negative point is pool. Pool is not that much big but the truth is you are not jump in to\\u2026']"
Renzo's Inn,https://www.tripadvisor.in/Hotel_Review-g306995-d1585655-Reviews-or0-Renzo_s_Inn-Calangute_North_Goa_District_Goa.html,"['This is a small hotel in CALANGUTE and the owner has a young manager. He is very helpful if you have any faults I.e lights not working,air conditioners needs setting. The bedding is mainly Indian and is changed regularly ,the room boys are very helpful . An excellent restraint\\u2026']"
Renzo's Inn,https://www.tripadvisor.in/Hotel_Review-g306995-d1585655-Reviews-or0-Renzo_s_Inn-Calangute_North_Goa_District_Goa.html,"[""We recently had a two week stay here, the room was spotless with all amenities and Sunil and his staff couldn't do enough for us. The location is very good for the beach and some lovely restaurants. We enjoyed our time at Renzos.""]"
Renzo's Inn,https://www.tripadvisor.in/Hotel_Review-g306995-d1585655-Reviews-or0-Renzo_s_Inn-Calangute_North_Goa_District_Goa.html,"['Very nice rooms, and always clean. Attentive staff, great location. Short walk to the beach and many choices for dinning.Each room has a balcony, nice bathroom and air conditioning.There is an abundance of shopping within a short stroll.Some one is always on duty for the needs\\u2026']"
Renzo's Inn,https://www.tripadvisor.in/Hotel_Review-g306995-d1585655-Reviews-or0-Renzo_s_Inn-Calangute_North_Goa_District_Goa.html,"['Excellent spacious Hotel Room. All The aminities in place. Best part was the location of renzos Inn,  extremely near to all the beaches and the city. hotel staff is well behaved and very helpful. definitely recommended for fun Goa trips. Will Always Visit this hotel.']"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"[""This hotel is not at a walkable distance to any beach. The property is decent sized but the rooms have no view. The room where I stayed was small but the bathroom was huge. It looked like a failed architect's job. In room dining did not have much to offer for midnight\\u2026""]"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"['Customer service was AWESOME --Shamima,, Rajnish, Anirban, Haqiqat, Suraj, Debojit, Biswajit, Bhiti, Subhi and all other staff at the restaurant provided EXCELLENT SERVICE despite their busy schedule with Smiling Faces.  Food was at its PEAK !!  Rooms were quite decent and the\\u2026']"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,['So many activities in this resort thank u darshan . U made our day and mango mania is superb and very tasty thank u for conducting mango eating contest it was amazing and stay also very very nice our kids enjoyed a lot . Thanks a lot darshan']
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"[""Only one suggestion ; in every resort there will be girl staff and serving welcome drink but here no girl staff  and warmth in resorts other then that activityou wise it's amazing thanks for Darshan for entertaining us wit h various different types of activities . We enjoyed\\u2026""]"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"['1st visit to goa , activity is excellent special darshan made our stay very happy . We have participated in all activities , housekeeping lalit was supportive , One suggestion is that to start the vehicle facilities by resort .. Because outside transportation we will not feel\\u2026']"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,['Very nice homely resort.... enjoyed the stay and were very well looked after by the courteous staff.... would definitely recommend for big groups of family n friends  Good location n facilities.... close to a general n public beach']
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,"[""We stayed here for 2 days in the pool facing rooms. The property is located very close to the beach. The staff and service is very good. The food in their restaurant is excellent. We'll surely be back. Highly recommended!""]"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,"['This is our second visit to Nanu Resort, Betalbatim. We always spend couple of days at Nanu brand hotel whenever in Goa.. after all loyal customers. The primary reason is cleanliness, ambience, delicious food and courteous staff.   Beach touch Nanu Resort offers picturesque\\u2026']"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,"['Room: enough for two people, 3rd single Bed is there but not very comfortable to sleep. So if you have kids who would need extra bed to sleep then one room becomes too cramp.  Food: Not much of options, but whatever they have is decent enough.   Breakfast: Not as good as other\\u2026']"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,['We visited nanu resort and there is a guy prabhakar on the reception at night who is very bad and treat visiters very badly he spoke verh badly. The food is very bad and service is very slow. Very bad place for family.']
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,['the food serve here was good  the staff behavior was very good the vibes were really good and the pool was really clean and  the staff was really good and the behavior was polite and calm  i really suggest to stay here']
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,"['Rooms r really good in space and comfort.  However, cockroaches everywhere. Killed 3 in room (including bathroom).  Also found many wandering near the pool area and common areas.  Reported to the staff, they only know to spray hit. But no use.  No body seems to be interested in\\u2026']"
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,"['Nice and peaceful place to stay. Great staff and nice rooms. Morjim beach nearby. Should give it a try. In house pool is good too. I would really recomend it for family stay. But ,solo trip is also ok']"
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,['Small but cozy room with a nice sofa next to the window with a view of the fields. Overall cleanliness was good with just a small issue with the shower drain being clogged. Staff were very polite. Will definitely visit again.']
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,['The rooms were clean and good. Staff very cooperative. The property is near morjim beach which is quite far from Panjim. But if you have your own vehicle it does not matter. Value for money. Would like to stay again. ']
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,['Right on Calangute beach. Tucked away behind the Dominos / HDFC bank in a quiet lane. The rooms are fantastic and there is NOTHING ELSE. The rooms have menus from 10s of places nearby ranging from Punjabi dhaba to Goan shacks and all of them deliver to the room until 3 AM in the\\u2026']
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['The hotel offers you value for your money. Right from the clean rooms, helpful staff (special mention to Mr.Vishnu) ,affordability and near to the Calangute beach.About Wifi I am not sure as we were enjoying the tour to full and forget about the internet. I was there in the last\\u2026']"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['I have been to this hotel in the month of March 2017 and second time in the month of March 2018. The staff is very helpful, friendly, cooperative and polite. They will make you feel like home.  Rooms are spacious, clean and tidy.If you are planning a long stay or if your motive\\u2026']"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['Stumbled upon this gem on trip advisor and from the moment you step into the premises, you are so well taken care of! Saby the boy in charge is so kind and accommodating to every little detail and request,  Very good breakfast, good location, right in the heart of calangute but\\u2026']"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['The best value in Calangute awesome staff .A big thank you big room with a lot of attention and comfort. We will come back, close to everything .Clean room and Toilet,5 star service with smile.close to beach']"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-or0-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,"['Stayed there for 4 nights.The  location is best in terms of distance from beach or Tito\\u2019s.Very safe place even for kids.The whole staff from guards,housekeeping and front desk are very very co operative.especially ms Manisha and Mr Saurav were very helpful.']"
