Hotel Name,Hotel Review Page,Hotel Review
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-Resort_Rio-Arpora_North_Goa_District_Goa.html,['I loved this place n the person whom i m writing this i give 9 out of 10  The place the staff the locality everything is so perfect...... Absolute peaceful n joyful resort ...... We were there for 4 days and those were awesome..staff is so supportive very nice clean n friendly \\u2026']
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-Resort_Rio-Arpora_North_Goa_District_Goa.html,"['Beautiful resort ,cordial and very efficient staff, We had organized my sister in laws wedding there a Typical of Punjabi Bengali wedding  We had opted for beautiful villas  for the family  and friends to stay. Thanks to all the wonderful  staff specifically  Patrick and  Agnelo\\u2026']"
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,"[""We were there at April 2019. It was for my Daughter's summer vacation in Goa. A nice welcome and gave us the best room. I do not have any negative feedback everything was positive. The best thing to lookout is the customer service which is at very high standards and the that\\u2026""]"
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,['Beautiful hotel with good food. Especially Mr Akhilesh from their team is really helpful along with other staff. Good cozy Rooms and a big swimming pool with quite and green surrounding makes it ideal for a liesure Traveller near Anjuna. Look forward to come again.']
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,"['Chose this property over others as it was Marriott. Would have got a better service and rooms for the price we paid. We dint get rooms on time.AC was not efficiently working. Even after tellin them multiple times they were unable to rectify the AC, neither the room was changed.\\u2026']"
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,['Not a great property we thought it was Marriott properties hence booked it. But it came out to be nothing like Marriott at all not even close to the 1 star standard.  To start with when we reached they couldn\\u2019t find your rooms reservation we had booked with make my trip.  We\\u2026']
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,"['This review has been a little delayed but nonetheless worth the mention....   Excellent Value for money, very friendly effective staff. Front office and f&b staff are very energetic (seen the same staff working tirelessly from morning to night)  and prompt.  Property has started\\u2026']"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,"[""It's an open secret that I am a big fan of ashvem beach as it is a still intact, crowd free beach in north goa. L'Amore became much more than a place to crush when I feel to spend some days on the  beach - it is like a family. Aarti and the other members of the owner family just\\u2026""]"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,"[""The two of us arrived at Ashvem after a long bus journey followed by a long bike ride. It was around 11 in the morning. Since it's peak summers, the requirement was an AC room. After having been refused early check-in by couple of resorts, we arrived at L'amore where we were\\u2026""]"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,"['We booked Lotus for stay .. the view and feel is amazing. Happy  and helping team of Joseph, Nandan , Arnav , Amit ... makes the entire experience more pleasant . Clean , good food, and amazing view .. All in all great experience.']"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,['Had an amazing stay at L\\u2019Amore beach cottages been going to this place since 2017 every time I have been there always had a great stay the team are very good with hospitality and the food is really yum.  Would recommend this cottage any day if you planning a visit to ashwem\\u2026']
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,['Hello guys in the offseason when it was starting the monsoon I reached lamore resort ashvem beach. It was not only the comfortable stay but best place to relax and enjoy. I stayed in lamore resort 10 days and I found my all the days was so much excited. I meet some stars who\\u2026']
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['I Booked to stay 4 night  in this hotel  it was very near Miramar beach and the  the staff were very helpful and gave us excellent service. Special thanks to Mr.Subrato, The rooms were very spacious and the showers plus balconies, although we did not have sea facing rooms.\\u2026']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['A beautiful hotel in Miramar.It was a pleasant stay. The rooms are really big, clean and spacious. Staff very friendly and helpful. Breakfast with lot of variety. Its a best place for a family. Though the poll is small you can enjoy.']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['The hotel staff is extremely helpful. Food is good and room service is prompt. However, public transport near the hotel is difficult to avail because of its location. Overall, it was a comfortable and pleasant stay for family.']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['A nice cosy hotel in Miramar. However they need to upgrade their lobby and restaurant. It does not give the right impression of their rooms. The rooms are really big, clean and spacious. The bathrooms are well equipped but they need to improve the hot water supply and need to\\u2026']"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,"['Very Closed to Mira Mar Beach, this hotel is great value for money. It offers good spacious rooms, nicely decorated (Tough not exceptional). Food is also very good. Hospitality and staff smiles are their high points. Tough within the confines of the city, it still offers a very\\u2026']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"[""It is the best place to stay. This is situated near the beach and it is available at lower cost. So this is the nice place. That's why anyone wants to visit the beach, this is the best place to stay .""]"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['Lovely place to visit for nature lovers.The resort looks same as the pics mentioned.Co-operative staff at Reception(Rima),watchman,restaurant,room keeping.Very close to beach.You can rent a scooty from nearby residents and explore south Goa.']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['And here\\u2019s why, I have always believed that good customer service can fix any problem. But I stand correct after my stay at the Regenta Resort.   We arrive at the hotel at 4PM, only be be informed one of the two rooms is not ready yet, since the AC is not working. 15 Min later\\u2026']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['nice hotel ,near to the beach in walking distance just few minutes  .good food qualityat average price  with helpful staff.Mr patel very helpful with his team . Some maintenance work  and cleaning need to improve.']"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,"['One of the best property and near to beach, got a nice welcome from the team especially Rima, she explained everything about the property and taken care of our stay most memorable, thanks for the property and Rima.']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"['Goa is a amazing place and no 1 stay @ Goa,Na Goa grand resort and spa Bardez is best place to stay with family I stayed at 7th to 10th June 2019. Good experience well maintain rooms, tasty food, staff of the hotel is very cool and calm with helpful every time. Restaurant people\\u2026']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"['The space was quite comfortable, the staff was extremely hospitable! They were very accommodating especially with food preferences. Great outdoor sitting area by the pool you can grab a drink or even sit there while at breakfast.']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"['This Hotel is definitely worth the stay. The rooms are pretty big and really spacious. Also has a stunning vintage feel to it. The best is the pool area which is definitely worth spending some great quality time with friends and family. Also speaking about the services and food,\\u2026']"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,"[""Ac was not working properly, didn't get solved after complaining too , except dat evrythng was brilliant ,, all services are good and quick . Staffs were well behaved  nd  quick to respond , food tastes are good, nd atlast the magician was superb \\U0001f60a""]"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,['This was our second time in goa and the first time in goa ...we had a pleasant stay in nagoa grande resort and spa ..the staff here were very helpful ...services provided were very good ..we visited many places.wonderful place']
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"[""This hotel is not at a walkable distance to any beach. The property is decent sized but the rooms have no view. The room where I stayed was small but the bathroom was huge. It looked like a failed architect's job. In room dining did not have much to offer for midnight\\u2026""]"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"['Customer service was AWESOME --Shamima,, Rajnish, Anirban, Haqiqat, Suraj, Debojit, Biswajit, Bhiti, Subhi and all other staff at the restaurant provided EXCELLENT SERVICE despite their busy schedule with Smiling Faces.  Food was at its PEAK !!  Rooms were quite decent and the\\u2026']"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,['So many activities in this resort thank u darshan . U made our day and mango mania is superb and very tasty thank u for conducting mango eating contest it was amazing and stay also very very nice our kids enjoyed a lot . Thanks a lot darshan']
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"[""Only one suggestion ; in every resort there will be girl staff and serving welcome drink but here no girl staff  and warmth in resorts other then that activityou wise it's amazing thanks for Darshan for entertaining us wit h various different types of activities . We enjoyed\\u2026""]"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,"['1st visit to goa , activity is excellent special darshan made our stay very happy . We have participated in all activities , housekeeping lalit was supportive , One suggestion is that to start the vehicle facilities by resort .. Because outside transportation we will not feel\\u2026']"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,['Very nice homely resort.... enjoyed the stay and were very well looked after by the courteous staff.... would definitely recommend for big groups of family n friends  Good location n facilities.... close to a general n public beach']
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,"[""We stayed here for 2 days in the pool facing rooms. The property is located very close to the beach. The staff and service is very good. The food in their restaurant is excellent. We'll surely be back. Highly recommended!""]"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,"['This is our second visit to Nanu Resort, Betalbatim. We always spend couple of days at Nanu brand hotel whenever in Goa.. after all loyal customers. The primary reason is cleanliness, ambience, delicious food and courteous staff.   Beach touch Nanu Resort offers picturesque\\u2026']"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,"['Room: enough for two people, 3rd single Bed is there but not very comfortable to sleep. So if you have kids who would need extra bed to sleep then one room becomes too cramp.  Food: Not much of options, but whatever they have is decent enough.   Breakfast: Not as good as other\\u2026']"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,['We visited nanu resort and there is a guy prabhakar on the reception at night who is very bad and treat visiters very badly he spoke verh badly. The food is very bad and service is very slow. Very bad place for family.']
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,['the food serve here was good  the staff behavior was very good the vibes were really good and the pool was really clean and  the staff was really good and the behavior was polite and calm  i really suggest to stay here']
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,"['Rooms r really good in space and comfort.  However, cockroaches everywhere. Killed 3 in room (including bathroom).  Also found many wandering near the pool area and common areas.  Reported to the staff, they only know to spray hit. But no use.  No body seems to be interested in\\u2026']"
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,"['Nice and peaceful place to stay. Great staff and nice rooms. Morjim beach nearby. Should give it a try. In house pool is good too. I would really recomend it for family stay. But ,solo trip is also ok']"
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,['Small but cozy room with a nice sofa next to the window with a view of the fields. Overall cleanliness was good with just a small issue with the shower drain being clogged. Staff were very polite. Will definitely visit again.']
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,['The rooms were clean and good. Staff very cooperative. The property is near morjim beach which is quite far from Panjim. But if you have your own vehicle it does not matter. Value for money. Would like to stay again. ']
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,['Right on Calangute beach. Tucked away behind the Dominos / HDFC bank in a quiet lane. The rooms are fantastic and there is NOTHING ELSE. The rooms have menus from 10s of places nearby ranging from Punjabi dhaba to Goan shacks and all of them deliver to the room until 3 AM in the\\u2026']
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['The hotel offers you value for your money. Right from the clean rooms, helpful staff (special mention to Mr.Vishnu) ,affordability and near to the Calangute beach.About Wifi I am not sure as we were enjoying the tour to full and forget about the internet. I was there in the last\\u2026']"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['I have been to this hotel in the month of March 2017 and second time in the month of March 2018. The staff is very helpful, friendly, cooperative and polite. They will make you feel like home.  Rooms are spacious, clean and tidy.If you are planning a long stay or if your motive\\u2026']"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['Stumbled upon this gem on trip advisor and from the moment you step into the premises, you are so well taken care of! Saby the boy in charge is so kind and accommodating to every little detail and request,  Very good breakfast, good location, right in the heart of calangute but\\u2026']"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,"['The best value in Calangute awesome staff .A big thank you big room with a lot of attention and comfort. We will come back, close to everything .Clean room and Toilet,5 star service with smile.close to beach']"
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-So_My_Resort-Calangute_North_Goa_District_Goa.html,"[""We visited from 23rd Dec to 27th Dec'18 and let me tell you we had amazing time in so my resort.  Best part was their beautiful and well maintained swimming pool alongside restaurant We used to spend almost our half day in swimming pool and having beer on swimming pool bench. \\u2026""]"
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-So_My_Resort-Calangute_North_Goa_District_Goa.html,['The best experience here in my life goa. Every year we come here for the short vacation and stay in so many hotel but this one is too best. Food is too amazing and and welcoming service is to awesome.']
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-So_My_Resort-Calangute_North_Goa_District_Goa.html,"[""I don't even know where to start. Everything I expected and so much more! Beautiful clean rooms, fantastic staff, excellent food, service 2nd to none! The Executive Manager Dominic and another member of staff Pankaj, made our stay even more special. Pankaj looked after us\\u2026""]"
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-So_My_Resort-Calangute_North_Goa_District_Goa.html,['Best hotel in calangutte..food is good..staff behaviour is very polite..staff names who are supporting on trip are mr.dominic mr.amul and mr.nimbuz .. rooms are very neat and clean and daily room cleaning provided..']
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-So_My_Resort-Calangute_North_Goa_District_Goa.html,"['Very nice rooms , very well maintained , co operative staff , food is good , swimming pool is nice n very good life guard , live kitchen service is mast over all hotel stay at this hotel is satisfactory.\\U0001f60a\\U0001f60a']"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,"['Stayed there for 4 nights.The  location is best in terms of distance from beach or Tito\\u2019s.Very safe place even for kids.The whole staff from guards,housekeeping and front desk are very very co operative.especially ms Manisha and Mr Saurav were very helpful.']"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,"['Hi,we travelled in the month of April with a group of 21 people.We had an awesome time. The staff is very courteous.Especially a guy name Mr Bunty in the restaurant is so polite & the hospitality provided by Bunty was outstanding.Also Mr Dinesh was too helpful. Mr Bunty is an\\u2026']"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,['Lovely couple of nights at this resort where staff were helpful and the rooms were a good size! The staff even managed to put up with me vomiting in the children\\u2019s cr\\xe8che area when I drank too much at titos bar after we\\u2019d checked out!! Hats off to them for handling this sticky\\u2026']
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,"['Bugs in bed, Lizards and Cats on the balcony. Music of 12 foot generator next to room. Complimented by the view of parking staff of the beach watching you from the road as you sit in the jacuzzi, not the ocean but you will be the view truly on display! - All of this for what\\u2026']"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,"['We stayed at this property for 4 nights & I can guarantee you,this is the place to stay in Goa.The hotel is very clean & well maintained. The staff from the front desk to the dining, all are very nice. From the front desk Manisha, Moin & I forget the 3rd guys name(he\\u2019s from\\u2026']"
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,"['It was an amazing dinner at Wftb  the food was superb specially the kababs. Hotel Staff is very gentle and professional and I would like to mention Mr. Anil , He was very  caring and having Good knowledge as well.  Had a great time with frns there.I specially thanks Mr. Anil for\\u2026']"
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,"['Stayed here for over 10 days. They have an accommodating room, nice and clean toilets and rates are quite affordable. The pressure of the shower was excellent. However, you do not get all the channels on the television, there are no English channels, one can say you get barely\\u2026']"
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,['Booked this hotel at last minute because of last minute travel. Was doubtful about the place but this hotel raised the standards well appointed rooms clean spacious and hygienic. Good breakfast options overall good stay at very less price. Thank you']
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,['Palacio De Goa is a very wonderful and very decorating hotel.room quality very nice and service is very fast.free parking and free breakfast.food and drinks was  amazing.hotel manager was very helpful and friendly.']
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,['The family room is very good for large families 6 to 7 membesr and the hotel is located in city centre so u can visit the near by attractions and the breakfast is free to and good the room has large almira']
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,"['1. We are coming here since last 20 years. Absolute fantastic place. Planning to return again. 2.Location is best in the World. 3.Staff who are working here for many years, are superb and truly human. 4.House Keeping is excellent. Rooms, furniture, Food, Reception Staffs are\\u2026']"
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,['My wife and I first visited Bogmallo Beach Resort around twenty years ago and at that time the big package holiday companies mainly from the UK and Ireland but also from other northern European countries flew in guests. It was popular and sometimes difficult to get a sunbed by\\u2026']
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,"['Horrible experience! No powerbackup(if you get stuck in their tiny lift God save you),dirty bedcovers,dirty and greasy cutlery,unhygienic kettles and water thermos! I wonder how it is rated as a 5 star property!']"
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,['Bogmallo beach located near bogmallo beach in South Goa is good place to stay because of amazing views it offers.The lobby is good to sit in the evening and they have a good swimming pool.Just besides the resort is the beach which is decent and clean.The facility however could\\u2026']
